Variation Sentence Number,Variation Sentence,Full Code Sentence,Similarity,Added
1.3.2.1.(1),"The abbreviations of proper names in this Code shall have the meanings assigned to them in this Article.AAMAAmerican Architectural Manufacturers Association (www.aamanet.org)ACGIHAmerican Conference of Governmental Industrial Hygienists (www.acgih.org)AHAMAssociation of Home Appliance Manufacturers (www.aham.org)AHRIAir-Conditioning, Heating and Refrigeration Institute (www.ahrinet.org)AISIAmerican Iron and Steel Institute (www.steel.org)ANSIAmerican National Standards Institute (www.ansi.org)APSPAssociation of Pool and Spa Professionals (www.apsp.org)ASCEAmerican Society of Civil Engineers (www.asce.org)ASHRAEAmerican Society of Heating, Refrigerating and Air-Conditioning Engineers (www.ashrae.org)ASMEAmerican Society of Mechanical Engineers (www.asme.org)ASTMAmerican Society for Testing and Materials International (www.astm.org) AWPAAmerican Wood Protection Association (www.awpa.com)BIABrick Industry Association (www.bia.org)BNQBureau de normalisation du Québec (www.bnq.qc.ca)CANNational Standard of Canada designation (The number or name following the CAN designation represents the agency under whose auspices the standard is issued.)CAN3 designates CSACAN4 designates ULCCCBFCCanadian Commission on Building and Fire Codes (see NRC)CCMCCanadian Construction Materials Centre (www.nrc-cnrc.gc.ca/eng/solutions/advisory/ccmc_index.html)CCMECanadian Council of Ministers of the Environment (www.ccme.ca)CFIACanadian Food Inspection Agency (www.inspection.gc.ca)CGSBCanadian General Standards Board (www.tpsgc-pwgsc.gc.ca/ongc-cgsb/index-eng.html)CHCCanadian Hydronics Council (www.ciph.com)CISCCanadian Institute of Steel Construction (www.cisc.ca)CMHCCanada Mortgage and Housing Corporation (www.cmhc.ca)CRCACanadian Roofing Contractors Association (www.roofingcanada.com)CSACSA Group (www.csagroup.org)CTICooling Technology Institute (www.cti.org)CWCCanadian Wood Council (www.cwc.ca)DOEDepartment of Energy (www.energy.gov)ECEnvironment Canada (www.ec.gc.ca)ECCEIFS Council of Canada (www.eifscouncil.org)EPAEnvironmental Protection Agency (U.S.) (www.epa.gov)FEMAFederal Emergency Management Agency (www.fema.gov)FINAFédération Internationale de Natation Amateur (www.fina.org)FLLGerman Landscape Research, Development and Construction Society (www.fll.de/shop/english-publications.html)FPIFPInnovations Wood Products (formerly FCC Forintek Canada (www.fpinnovations.ca)FUSFire Underwriters Survey (www.fireunderwriters.ca)GRHCGreen Roofs for Healthy Cities (www.greenroofs.org)HCHealth Canada (www.hc-sc.gc.ca)HPVAHardwood Plywood &amp; Veneer Association (www.hpva.org)HRAIHeating, Refrigeration and Air Conditioning Institute of Canada (www.hrai.ca)HVIHome Ventilating Institute (www.hvi.org)IAPMOInternational Association of Plumbing and Mechanical Officials (www.iapmo.org)ICCInternational Code Council (www.iccsafe.org)IECInternational Electrotechnical Commission (www.iec.ch)ILBAInternational Log Builders Association (www.logassociation.org)ISOInternational Organization for Standardization (www.iso.org)NBCNational Building Code of Canada 2015 NBC(AE)National Building Code 2019 Alberta EditionNCMANational Concrete Masonry Association (www.ncma.org)NECBNational Energy Code of Canada for Buildings 2017NEMANational Electrical Manufacturers Association (www.nema.org)NFC(AE)National Fire Code 2019 Alberta EditionNFPANational Fire Protection Association (www.nfpa.org)NFRCNational Fenestration Rating Council (www.nfrc.org)NLGANational Lumber Grades Authority (www.nlga.org)NPCNational Plumbing Code of Canada 2015NRCNational Research Council of Canada (Ottawa, Ontario K1A 0R6; www.nrc-cnrc.gc.ca)NRCANational Roofing Contractors Association (www.nrca.net)NRCanNatural Resources Canada (www.nrcan.gc.ca)NRC Const.NRC Construction (former name of the NRC Construction Research (www.nrc.gc.ca/construction)NRC-IRCNational Research Council, Institute for Research in Construction (former name of the NRC Construction Research (www.nrc.gc.ca/construction)NSFNSF International (www.nsf.org)NYCDHNew York City Department of Health and Mental Hygiene (www.nyc.gov/health)OMMAHOntario Ministry of Municipal Affairs and Housing (www.mah.gov.on.ca)PHACPublic Health Agency of Canada (www.phac-aspc.gc.ca)SEIStructural Engineering Institute (www.asce.org/structural-engineering/ structural-engineering)SMACNASheet Metal and Air Conditioning Contractors National Association (www.smacna.org)SPRISingle Ply Roofing Industry (www.spri.org)TCTransport Canada (www.tc.gc.ca)TIACThermal Insulation Association of Canada (www.tiac.ca)TPICTruss Plate Institute of Canada (www.tpic.ca)TWCTarion Warranty Corporation (formerly Ontario New Home Warranty (www.tarion.com)ULUnderwriters Laboratories Inc. (www.ul.com)ULCULC Standards (canada.ul.com/ulcstandards)WCLIBWest Coast Lumber Inspection Bureau (www.wclib.org)WWPAWestern Wood Products Association (www.wwpa.org)","The abbreviations of proper names in this Code shall have the meanings assigned to them in this Article.AAMAAmerican Architectural Manufacturers Association (www.aamanet.org)ACGIHAmerican Conference of Governmental Industrial Hygienists (www.acgih.org)AHAMAssociation of Home Appliance Manufacturers (www.aham.org)AHRIAir-Conditioning, Heating and Refrigeration Institute (www.ahrinet.org)AISIAmerican Iron and Steel Institute (www.steel.org)ANSIAmerican National Standards Institute (www.ansi.org)ASCEAmerican Society of Civil Engineers (www.asce.org)ASHRAEAmerican Society of Heating, Refrigerating and Air-Conditioning Engineers (www.ashrae.org)ASMEAmerican Society of Mechanical Engineers (www.asme.org)ASTMAmerican Society for Testing and Materials International (www.astm.org) AWPAAmerican Wood Protection Association (www.awpa.com)BIABrick Industry Association (www.bia.org)BNQBureau de normalisation du Québec (www.bnq.qc.ca)CANNational Standard of Canada designation (The number or name following the CAN designation represents the agency under whose auspices the standard is issued.)CAN3 designates CSACAN4 designates ULCCCBFCCanadian Commission on Building and Fire Codes (see NRC)CCMECanadian Council of Ministers of the Environment (www.ccme.ca)CGSBCanadian General Standards Board (www.tpsgc-pwgsc.gc.ca/ongc-cgsb/index-eng.html)CHCCanadian Hydronics Council (www.ciph.com)CISCCanadian Institute of Steel Construction (www.cisc.ca)CMHCCanada Mortgage and Housing Corporation (www.cmhc.ca)CRCACanadian Roofing Contractors’ Association (www.roofingcanada.com)CSACSA Group (www.csagroup.org)CTICooling Technology Institute (www.cti.org)CWCCanadian Wood Council (www.cwc.ca)DOEDepartment of Energy (www.energy.gov)ECEnvironment Canada (www.ec.gc.ca)ECCEIFS Council of Canada (www.eifscouncil.org)EPAEnvironmental Protection Agency (U.S.) (www.epa.gov)FEMAFederal Emergency Management Agency (www.fema.gov)FLLGerman Landscape Research, Development and Construction Society (www.fll.de/shop/english-publications.html)FPIFPInnovations – Wood Products (formerly FCC – Forintek Canada (www.fpinnovations.ca)GRHCGreen Roofs for Healthy Cities (www.greenroofs.org)HCHealth Canada (www.hc-sc.gc.ca)HPVAHardwood Plywood &amp; Veneer Association (www.hpva.org)HRAIHeating, Refrigeration and Air Conditioning Institute of Canada (www.hrai.ca)HVIHome Ventilating Institute (www.hvi.org)ICCInternational Code Council (www.iccsafe.org)IECInternational Electrotechnical Commission (www.iec.ch)ISOInternational Organization for Standardization (www.iso.org)NBCNational Building Code of Canada 2015NCMANational Concrete Masonry Association (www.ncma.org)NECBNational Energy Code of Canada for Buildings 2017NEMANational Electrical Manufacturers Association (www.nema.org)NFCNational Fire Code of Canada 2015NFPANational Fire Protection Association (www.nfpa.org)NFRCNational Fenestration Rating Council (www.nfrc.org)NLGANational Lumber Grades Authority (www.nlga.org)NPCNational Plumbing Code of Canada 2015NRCNational Research Council of Canada (Ottawa, Ontario K1A 0R6; www.nrc-cnrc.gc.ca)NRCANational Roofing Contractors Association (www.nrca.net)NRCanNatural Resources Canada (www.nrcan.gc.ca)NRC Const.NRC Construction (former name of the NRC Construction Research (www.nrc.gc.ca/construction)NRC-IRCNational Research Council, Institute for Research in Construction (former name of the NRC Construction Research (www.nrc.gc.ca/construction)NYCDHNew York City Department of Health and Mental Hygiene (www.nyc.gov/health)OMMAHOntario Ministry of Municipal Affairs and Housing (www.mah.gov.on.ca)SEIStructural Engineering Institute (www.asce.org/structural-engineering/structural-engineering)SMACNASheet Metal and Air Conditioning Contractors’ National Association (www.smacna.org)SPRISingle Ply Roofing Industry (www.spri.org)TCTransport Canada (www.tc.gc.ca)TIACThermal Insulation Association of Canada (www.tiac.ca)TPICTruss Plate Institute of Canada (www.tpic.ca)TWCTarion Warranty Corporation (formerly Ontario New Home Warranty (www.tarion.com)ULUnderwriters Laboratories Inc. (www.ul.com)ULCULC Standards (canada.ul.com/ulcstandards)WCLIBWest Coast Lumber Inspection Bureau (www.wclib.org)WWPAWestern Wood Products Association (www.wwpa.org) (See Note A-3.)",0.8985507246376812,False
2.1.3.5.(4),"The design and installation of a water-based special fire suppression system shall conform to one of the following standards: NFPA 15, Water Spray Fixed Systems for Fire Protection, or NFPA 16, Installation of Foam-Water Sprinkler and Foam-Water Spray Systems.",The design and installation of a water-based special fire suppression system shall conform to one of the following standards: NFPA 15-2012 Water Spray Fixed Systems for Fire Protection or NFPA 16-2011 Installation of Foam-Water Sprinkler and Foam-Water Spray Systems,0.8974358974358975,False
2.1.3.4.(4),"The design and installation of a water-based special fire suppression system shall conform to one of the following standards: NFPA 15, Water Spray Fixed Systems for Fire Protection, or NFPA 16, Installation of Foam-Water Sprinkler and Foam-Water Spray Systems.",The design and installation of a water-based special fire suppression system shall conform to one of the following standards: NFPA 15-2012 Water Spray Fixed Systems for Fire Protection or NFPA 16-2011 Installation of Foam-Water Sprinkler and Foam-Water Spray Systems,0.8974358974358975,False
3.2.2.81.(2),"The building referred to in Sentence 3.2.2.81. shall be of noncombustible construction, and floor assemblies shall be fire separations with a fire-resistance rating not less than 1 h, mezzanines shall have a fire-resistance rating not less than 1 h, roof assemblies shall have a fire-resistance rating not less than 1 h, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.","The building referred to in Sentence 3.2.2.51. is permitted to be of combustible construction or noncombustible construction used singly or in combination, and except as permitted by Sentences 3.2.2.51.(3)and 3.2.2.51.(4), floor assemblies shall be fire separations with a fire-resistance rating not less than 1 h, mezzanines shall have a fire-resistance rating not less than 1 h, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.",0.8947368421052632,False
3.2.2.52.(1),"A building classified as Group C is permitted to conform to Sentence 3.2.2.52. provided it is not more than 3 storeys in building height, and it has a building area not more than the value in Table 3.2.2.52.","A building classified as Group D is permitted to conform to Sentence 3.2.2.56. provided it is not more than 6 storeys in building height, and it has a building area not more than the value in Table 3.2.2.56.",0.8947368421052632,False
3.2.2.53.(1),"A building classified as Group C is permitted to conform to Sentence 3.2.2.53. provided it is not more than 3 storeys in building height, and it has a building area not more than the value in Table 3.2.2.53.","A building classified as Group D is permitted to conform to Sentence 3.2.2.62. provided it is not more than 2 storeys in building height, and it has a building area not more than the value in Table 3.2.2.62.",0.8947368421052632,False
3.2.2.53.(1),"A building classified as Group C is permitted to conform to Sentence 3.2.2.53. provided it is not more than 3 storeys in building height, and it has a building area not more than the value in Table 3.2.2.53.","A building classified as Group E is permitted to conform to Sentence 3.2.2.68. provided it is not more than 2 storeys in building height, and it has a building area not more than the value in Table 3.2.2.68.",0.8947368421052632,False
3.2.2.53.(1),"A building classified as Group C is permitted to conform to Sentence 3.2.2.53. provided it is not more than 3 storeys in building height, and it has a building area not more than the value in Table 3.2.2.53.","A building classified as Group D is permitted to conform to Sentence 3.2.2.56. provided it is not more than 6 storeys in building height, and it has a building area not more than the value in Table 3.2.2.56.",0.8947368421052632,False
3.2.2.52.(1),"A building classified as Group C is permitted to conform to Sentence 3.2.2.52. provided it is not more than 3 storeys in building height, and it has a building area not more than the value in Table 3.2.2.52.","A building classified as Group E is permitted to conform to Sentence 3.2.2.68. provided it is not more than 2 storeys in building height, and it has a building area not more than the value in Table 3.2.2.68.",0.8947368421052632,False
3.2.2.52.(1),"A building classified as Group C is permitted to conform to Sentence 3.2.2.52. provided it is not more than 3 storeys in building height, and it has a building area not more than the value in Table 3.2.2.52.","A building classified as Group D is permitted to conform to Sentence 3.2.2.62. provided it is not more than 2 storeys in building height, and it has a building area not more than the value in Table 3.2.2.62.",0.8947368421052632,False
9.10.15.5.(4),"The requirements regarding fire-resistance rating and type of cladding-sheathing assembly shall not apply to the exposing building face or projections from an exposing building face of a dwelling unit facing a detached garage or accessory building, or a garage or accessory building facing a dwelling unit, where the detached garage or accessory building serves only one dwelling unit, the detached garage or accessory building is located on the same property as that dwelling unit, and the dwelling unit served by the detached garage or accessory building is the only major occupancy on the property.","The limits on the area of glazed openings shall not apply to the exposing building face of a dwelling unit facing a detached garage or accessory building, where the detached garage or accessory building serves only one dwelling unit, the detached garage or accessory building is located on the same property as that dwelling unit, and the dwelling unit served by the detached garage or accessory building is the only major occupancy on the property.",0.8936170212765957,False
3.2.2.49.(1),"A building classified as Group C is permitted to conform to Sentence 3.2.2.49. provided except as permitted by Sentences 3.2.2.7. and 3.2.2.18.(2), the building is sprinklered throughout, it is not more than 3 storeys in building height, and it has a building area that is not limited if the building is not more than 2 storeys in building height, or that is not more than 12 000 m2 if 3 storeys in building height.","A building classified as Group E is permitted to conform to Sentence 3.2.2.67. provided except as permitted by Sentences 3.2.2.7.(1)and 3.2.2.18.(2), the building is sprinklered throughout, it is not more than 3 storeys in building height, and it has a building area not more than 7 200 m2 if 1 storey in building height, 3 600 m2 if 2 storeys in building height, or 2 400 m2 if 3 storeys in building height.",0.8918918918918919,False
3.2.2.49.(1),"A building classified as Group C is permitted to conform to Sentence 3.2.2.49. provided except as permitted by Sentences 3.2.2.7. and 3.2.2.18.(2), the building is sprinklered throughout, it is not more than 3 storeys in building height, and it has a building area that is not limited if the building is not more than 2 storeys in building height, or that is not more than 12 000 m2 if 3 storeys in building height.","A building classified as Group B, Division 3 is permitted to conform to Sentence 3.2.2.45. provided except as permitted by Sentences 3.2.2.7.(1)and 3.2.2.18.(2), the building is sprinklered throughout, it is not more than 2 storeys in building height, and it has a building area not more than 2 400 m2 if 1 storey in building height, or 1 600 m2 if 2 storeys in building height.",0.8918918918918919,False
3.2.2.49.(1),"A building classified as Group C is permitted to conform to Sentence 3.2.2.49. provided except as permitted by Sentences 3.2.2.7. and 3.2.2.18.(2), the building is sprinklered throughout, it is not more than 3 storeys in building height, and it has a building area that is not limited if the building is not more than 2 storeys in building height, or that is not more than 12 000 m2 if 3 storeys in building height.","A building classified as Group F, Division 3 is permitted to conform to Sentence 3.2.2.86. provided except as permitted by Sentences 3.2.2.7.(1)and 3.2.2.18.(2), the building is sprinklered throughout, it is not more than 2 storeys in building height, and it has a building area not more than 7 200 m2 if 1 storey in building height, or 2 400 m2 if 2 storeys in building height.",0.8918918918918919,False
