Code Year,Province/Territory,Code Book,National Division,National Sentence Number,National Article Title,National Sentence Text,National Article Title (FR),National Sentence Text (FR),P/T Document,P/T Division,P/T(Sentence(Number,P/T Article Title,P/T Sentence Text,P/T Article Title (FR),P/T Sentence Text (FR),Difference Type,Variation,Variation Label,Exception,Comments,Text Difference Tracked,Text Difference Tracked (FR),Difference Type Updated,Exception Updated,Variation Updated
2015,QC,NBC,Div B,6.2.1.3.(1),"Expansion, Contraction and System Pressure",Heating and cooling systems shall be designed to allow for expansion and contraction of the heat transfer fluid and to maintain the system pressure within the rated working pressure limits of all components of the system. (See note A-6.2.1.4.),Variations volumétriques et pression,"Les installations de chauffage et de refroidissement doivent être conçues de manière à tenir compte des variations volumétriques du fluide caloporteur et à
maintenir la pression de l'installation dans les limites de la pression nominale de
service de tous ses éléments.","qcc2019 (CNB2015modifierQC)_
proposer",Div B,6.2.1.9.(1),"Expansion, Contraction and System Pressure",Heating and cooling systems shall be designed to allow for expansion and contraction of the heat transfer fluid and to maintain the system pressure within the rated working pressure limits of all components of the system.,,,Common Sentence,Yes,,,,,,,,
2015,QC,NBC,Div B,6.2.1.5.(1),Installation Standards,"Except as provided in Articles 6.9.4.2. and Article 6.3.1.5., the installation of heating and air-conditioning equipment, including mechanical refrigeration equipment, and including provisions for mounting, clearances and air supply, shall conform to appropriate provincial or territorial requirements or, in the absence of such requirements, to the requirements of CSA B51-14 Boiler, Pressure Vessel, and Pressure Piping Code CSA B52-13 Mechanical Refrigeration Code CSA B139-09 Installation Code for Oil-Burning Equipment CSA B149.1-10 Natural Gas and Propane Installation Code CSA B365-17 Installation Code for Solid-Fuel-Burning Appliances and Equipment or CSA C22.1-12 Canadian Electrical Code, Part I",ormes de mise en place,"Sous réserve des articles 6.9.4.2. et 6.3.1.5., la mise en place de l'équipement de chauffage et de conditionnement d'air, y compris les installations mécaniques de réfrigération, ainsi que le montage, les dégagements et l'alimentation en air, doivent être confnormes aux règlements provinciaux ou territoriaux ou, en leur absence, aux normes suivantes :a) CSA B51, « Code sur les chaudières, les appareils et les tuyauteries sous pression »;b) CSA B52, « Code sur la réfrigération mécanique »;c) CSA B139, « Code d'installation des appareils de combustion au mazout »;d) CSA B149.1, « Code d'installation du gaz naturel et du propane »;e) CSA B365, « Code d'installation des appareils à combustibles solides et du matériel connexe »; ouf) CSA C22.1, « Code canadien de l'électricité, Première partie ».","qcc2019 (CNB2015modifierQC)_
proposer",Div B,6.2.1.4.(1),Installation Standards,"Except as provided in Articles 6.2.1.5. and Article 6.2.1.6., the installation of heating and air-conditioning equipment, including mechanical refrigeration equipment, and including provisions for mounting, clearances and air supply, shall conform to appropriate provincial or territorial requirements or, in the absence of such requirements, to the requirements of CSA B51-09 Boiler, Pressure Vessel, and Pressure Piping Code CSA B52-05 Mechanical Refrigeration Code CSA B139-09 Installation Code for Oil-Burning Equipment CSA B149.1-10 Natural Gas and Propane Installation Code CSA B365-10 Installation Code for Solid-Fuel-Burning Appliances and Equipment or CSA C22.1-09 Canadian Electrical Code, Part I",ormes de mise en place,"Sous réserve des articles 6.9.4.2. et 6.3.1.5., la mise en place de l'équipement de chauffage et de conditionnement d'air, y compris les installations équipements mécaniques de réfrigération, ainsi que le montage, les dégagements et l'alimentation en air, doivent être confnormes aux règlements provinciaux ou territoriaux ou, en leur absence, aux normes suivantes :a) CSA B51, « Code sur les chaudières, les appareils et les tuyauteries sous pression »;b) CSA B52, « Code sur la réfrigération mécanique »;c) CSA B139, « Code d'installation des appareils de combustion au mazout »;d) CSA B149.1, « Code d'installation du gaz naturel et du propane »;e) CSA B365, « Code d'installation des appareils à combustibles solides et du matériel connexe »; ouf) CSA C22.1, « Code canadien de l'électricité, Première partie ».",Common Sentence,No,,,,,,,,
2015,QC,NBC,Div B,6.2.1.6.(1),Installation – General,"Equipment requiring periodic maintenance and forming part of a heating, ventilating or air-conditioning system shall be installed with provision for access for inspection, maintenance, repair and cleaning. (See note A-6.2.1.6.(1).)",Mise en place,"Tout l'équipement d'une installation CVCA nécessitant un entretien périodique
doit être accessible à des fins d'inspection, d'entretien, de réparation et de nettoyage
(voir la note A-6.2.1.6. 1)).","qcc2019 (CNB2015modifierQC)_
proposer",Div B,6.2.1.8.(1),Installation – General,"Equipment requiring periodic maintenance and forming part of a heating, ventilating or air-conditioning system shall be installed with provision for access for inspection, maintenance, repair and cleaning. (See note A-6.2.1.8.(1).)",,,Common Sentence,No,,,,,,,,
2015,QC,NBC,Div B,6.2.1.6.(2),Installation – General,Mechanical equipment shall be provided with guards so as to prevent injury.,Mise en place,"L'équipement mécanique doit être muni de dispositifs de protection afin
d'éviter les blessures.","qcc2019 (CNB2015modifierQC)_
proposer",Div B,6.2.1.8.(2),Installation – General,Mechanical equipment shall be provided with guards so as to prevent injury.,,,Common Sentence,No,,,,,,,,
2015,QC,NBC,Div B,6.2.1.6.(3),Installation – General,"Heating, ventilating or air-conditioning systems shall be protected from freezing if they may be adversely affected by freezing temperatures.",Mise en place,"Tout l'équipement d'une installation de chauffage, de ventilation ou de
conditionnement d'air doit être protégé contre le gel s'il peut être endommagé par
celui-ci.","qcc2019 (CNB2015modifierQC)_
proposer",Div B,6.2.1.8.(3),Installation – General,"Heating, ventilating or air-conditioning systems shall be protected from freezing if they may be adversely affected by freezing temperatures.",,,Common Sentence,No,,,,,,,,
2015,QC,NBC,Div B,6.2.1.7.(1),Asbestos,Asbestos shall not be used in HVAC systems and equipment.,Amiante,L'amiante ne doit pas être utilisé dans une installation de CVCA. ,"qcc2019 (CNB2015modifierQC)_
proposer",Div B,6.2.1.7.(1),Asbestos,Asbestos shall not be used in air distribution systems or equipment in a form or in a location where asbestos fibres could enter the air supply or return systems.,Amiante,L'amiante ne doit pas être utilisé dans une installation et dans un équipement de CVCA,Common Sentence,No,,,,,,,,
2015,QC,NBC,Div B,6.2.1.8.(1),,,,,"qcc2019 (CNB2015modifierQC)_
proposer",Div B,6.2.1.8.(1),,,Amiante,1) Il n’est pas permis d’installer des systèmes de climatisation ou de refroidissement à l’eau potable sans boucle de recirculation,Common Sentence,Yes,,,,,,,,
2015,QC,NBC,Div B,6.2.2.1.(1),Applicable Standard,"The design, construction, installation and alteration of every indoor incinerator shall conform to NFPA 82-2014 Incinerators and Waste and Linen Handling Systems and Equipment",ormes,"La conception, la construction, l'installation et la transformation de tout
incinérateur intérieur doivent être confnormes à la norme NFPA 82, « Incinerators and
Waste and Linen Handling Systems and Equipment ».","qcc2019 (CNB2015modifierQC)_
proposer",Div B,6.2.6.1.(1),Applicable Standard,"The design, construction, installation and alteration of every indoor incinerator shall conform to NFPA 822009 Incinerators and Waste and Linen Handling Systems and Equipment",,,Common Sentence,Yes,,,,,,,,
2015,QC,NBC,Div B,6.3.1.1.(1),Required Ventilation,"Except as provided in Sentence 6.3.1.1.(3), all buildings shall be ventilated in accordance with this Part.",Ventilation exigée,"Sous réserve du paragraphe 3), tous les bâtiments doivent être ventilés conformément à la présente partie","qcc2019 (CNB2015modifierQC)_
proposer",Div B,6.3.1.1.(1),Required Ventilation,"Except as provided in Sentence 6.2.2.1.(3), all buildings shall be ventilated in accordance with this Part.",Ventilation exigée,"Sous réserve du paragraphe 3), t Tous les bâtiments doivent être ventilés conformément à la présente partie",Common Sentence,No,,,,,,,,
2015,QC,NBC,Div B,6.3.1.1.(2),Required Ventilation,"Except in storage garages covered by Article 6.3.1.4., the rates at which outdoor air is supplied in buildings by ventilation systems shall be not less than the rates required by ASHRAE ANSI/ASHRAE 622001 Ventilation for Acceptable Indoor Air Quality (except Addendum n).",Ventilation exigée,"À l'exception des garages de stationnement visés par l'article 6.3.1.4., les débits auxquels de l'air extérieur est fourni dans les bâtiments par les installations de ventilation ne doivent pas être inférieurs aux débits exigés par la norme ANSI/ASHRAE 62, « Ventilation for Acceptable Indoor Air Quality » (sauf l'addenda n).","qcc2019 (CNB2015modifierQC)_
proposer",Div B,6.3.1.1.(2),Required Ventilation,"Except in storage garages covered by Article 6.2.2.3., and dwelling units and corridors covered by Article 6.2.2.9., the rates at which outdoor air is supplied to buildings by ventilation systems shall be equal to or higher than the rates required by ASHRAE ANSI/ASHRAE 62.12004 Ventilation for Acceptable Indoor Air Quality or meet the requirements of one of the methods in that standard.",Ventilation exigée,"À l'exception des garages de stationnement visés par l'article 6.3.1.4., des logements, des corridors et des cages d'escalier visés par l'article 6.3.1.8., les débits auxquels de l'air extérieur est fourni dans les bâtiments par les installations de ventilation ne doivent être : pas être inférieurs aux débits exigés  par la norme ANSI/ASHRAE 62, « Ventilation for Acceptable Indoor Air Quality » (sauf l'addenda n).a) égaux ou supérieurs aux débits exigés par la norme ANSI/ASHRAE 62.1, « Ventilation for Acceptable Indoor Air Quality »; oub) confnormes à l'une des méthodes prévues dans cette norme",Common Sentence,Yes,,,,,,,,
2015,QC,NBC,Div B,6.3.1.1.(3),Required Ventilation,"Self-contained heating-season mechanical ventilation systems serving only one dwelling unit shall comply with this Part, or Subsection 9.32.3.",Ventilation exigée,Les installations auto0mes de ventilation mécanique pendant la saison de chauffe qui ne desservent qu'un seul logement doivent être confnormes :a) à la présente partie; oub) à la sous-section 9.32.3.,"qcc2019 (CNB2015modifierQC)_
proposer",Div B,6.3.1.1.(3),,,,"L'installation de la ventilation doit être vérifiée et mise à l'essai pour s'assurer que la différence entre le débit d'air mesuré et le débit prescrit par le concepteur ne dépasse pas 10 % et un rapport doit être produit afin d'enregistrer le débit d'air mesuré et le débit d'air correspondant pour chaque grille, diffuseur, prise d'air extérieure, sortie d'air vicié et ventilateur indiqués aux plans et remis au propriétaire.Les installations auto0mes de ventilation mécanique pendant la saison de chauffe qui ne desservent qu'un seul logement doivent être confnormes :a) à la présente partie; oub) à la sous-section 9.32.3.",Common Sentence,Yes,,,,,,,,
2015,QC,NBC,Div B,6.3.1.2.(1),Crawl Spaces and Attic or Roof Spaces,Unconditioned and unoccupied crawl spaces and unconditioned and unoccupied attic or roof spaces shall be ventilated by natural or mechanical means as required by Part 5. (See note A-6.3.1.2.(1).),Vides sanitaires et combles ou vides sous toit,"Les vides sanitaires et les combles ou vides sous toit qui ne sont ni climatisés ni
occupés doivent être ventilés de façon naturelle ou mécanique conformément à la
partie 5 (voir la note A-6.3.1.2. 1)).","qcc2019 (CNB2015modifierQC)_
proposer",Div B,6.2.2.8.(1),Crawl Spaces and Attic or Roof Spaces,Unconditioned and unoccupied crawl spaces and unconditioned and unoccupied attic or roof spaces shall be ventilated by natural or mechanical means as required by Part 5. (See note A-6.2.2.8.(1).),,,Common Sentence,No,,,,,,,,
2015,QC,NBC,Div B,6.3.1.3.(1),Natural Ventilation,"Except as permitted by Sentence 6.3.1.3.(2), the ventilation required by Article 6.3.1.1. shall be provided by mechanical ventilation, except that it can be provided by natural ventilation or a combination of natural and mechanical ventilation in buildings of other than residential occupancy having an occupant load of not more than one person per 40 m2 during ormal use, buildings of industrial occupancy where the nature of the processes contained therein permits or requires the use of large openings in the building envelope even during the winter, and seasonal buildings not intended to be occupied during the winter.",Ventilation naturelle,"Sous réserve du paragraphe 2), la ventilation exigée à l'article 6.3.1.1. doit être fournie par une installation mécanique, sauf qu'elle peut être assurée par ventilation
naturelle ou par une combinaison de ventilation naturelle et de ventilation mécanique :
a) dans tout bâtiment, à l'exception d'une habitation, dont le nombre de personnes
ne dépasse pas un occupant par 40 m2 en utilisation normale;
b) dans les établissements industriels où les activités permettent ou exigent de
grandes ouvertures dans l'enveloppe du bâtiment, même en hiver; et
c) dans les bâtiments saisonniers qui ne sont pas destinés à être occupés en
hiver.","qcc2019 (CNB2015modifierQC)_
proposer",Div B,6.2.2.2.(1),Natural Ventilation,"Except as permitted by Sentence 6.2.2.2.(2), the ventilation required by Article 6.2.2.1. shall be provided by mechanical ventilation, except that it can be provided by natural ventilation or a combination of natural and mechanical ventilation in buildings of other than residential occupancy having an occupant load of not more than one person per 40 m2 during ormal use, buildings of industrial occupancy where the nature of the processes contained therein permits or requires the use of large openings in the building envelope even during the winter, and seasonal buildings not intended to be occupied during the winter.",Ventilation naturelle,"Sous réserve du paragraphe 2), la ventilation exigée à l'article 6.2.2.2. doit être fournie par une installation mécanique, sauf qu'elle peut être assurée par ventilation
naturelle ou par une combinaison de ventilation naturelle et de ventilation mécanique :
a) dans tout bâtiment, à l'exception d'une habitation, dont le nombre de personnes
ne dépasse pas un occupant par 40 m2 en utilisation normale;
b) dans les établissements industriels où les activités permettent ou exigent de
grandes ouvertures dans l'enveloppe du bâtiment, même en hiver; et
c) dans les bâtiments saisonniers qui ne sont pas destinés à être occupés en
hiver.",Common Sentence,No,,,,,,,,
