Code Year,Province/Territory,Code Book,National Division,National Sentence Number,National Article Title,National Sentence Text,P/T Document,P/T Division,P/T Sentence Number,P/T Article Title,P/T Sentence Text,Text Difference Tracked,Difference Type,Variation,Variation Label,Exception,Comments,Difference Type Updated,Exception Updated,Variation Updated
2015,ON,NBC,Div B,3.1.13.1.(2),"Interior Finishes, Furnishings and Decorative Materials","Interior finish material shall include any material that forms part of the interior surface of a floor, wall, partition or ceiling, including interior cladding of plaster, wood or tile, surfacing of fabric, paint, plastic, veneer or wallpaper, doors, windows and trim, lighting elements such as light diffusers and lenses forming part of the finished surface of the ceiling, and carpet material that overlies a floor that is not intended as the finished floor.",obc2019_divb,Div B,3.1.13.1.(1),3.1.13.1. Interior Finish Description,"Interior finish material shall include any material that forms part of the interior surface of a floor, wall, partition or ceiling, including, interior cladding of plaster, wood or tile, surfacing of fabric, paint, plastic, veneer or wallpaper, doors, windows and trim, lighting elements, such as light diffusers and lenses forming part of the finished surface of the ceiling, and carpet material that overlies a floor that is not intended as the finished floor.",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.1.13.10.(1),Exterior Exit Passageway,"The wall and ceiling finishes of an exterior exit passageway that provides the only means of egress from the rooms or suites it serves, including the soffit beneath and the guard on the passageway, shall have a flame-spread rating not more than 25, except that a flame-spread rating not more than 150 is permitted for up to 10% of the total wall area and for up to 10% of the total ceiling area.",obc2019_divb,Div B,3.1.13.10.(1),3.1.13.10. Exterior Exit Passageway,"The wall and ceiling finishes of an exterior exit passageway that provides the only means of egress from the rooms or suites it serves, including the soffit beneath and the guard on the passageway, shall have a flame-spread rating not more than 25, except that a flame-spread rating not more than 150 is permitted for up to 10% of the total wall area and for up to 10% of the total ceiling area.",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.1.13.11.(1),Elevator Cars,The wall and ceiling surfaces of elevator cars shall have a flame-spread rating not more than 75.,obc2019_divb,Div B,3.1.13.11.(1),3.1.13.11. Elevator Cars,The wall and ceiling surfaces of elevator cars shall have a flame-spread rating not more than 75.,,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.1.13.11.(2),Elevator Cars,"The wall, ceiling and floor surfaces of elevator cars shall have a smoke developed classification not more than 450.",obc2019_divb,Div B,3.1.13.11.(2),3.1.13.11. Elevator Cars,"The wall, ceiling and floor surfaces of elevator cars shall have a smoke developed classification not more than 450.",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.1.13.2.(1),Flame-Spread Rating ,"Except as otherwise required or permitted by this Subsection, the flame-spread rating of interior wall and ceiling finishes, including glazing and skylights, shall be not more than 150 and shall conform to Table 3.1.13.2.",obc2019_divb,Div B,3.1.13.2.(1),3.1.13.2. Flame-Spread Rating,"Except as otherwise required or permitted by this Subsection, the flame-spread rating of interior wall and ceiling finishes, including glazing and skylights, shall be not more than 150 and shall conform to Table 3.1.13.2.",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.1.13.2.(2),Flame-Spread Rating,"Except as permitted by Sentence 3.1.13.2.(3), doors, other than those in Group A, Division 1 occupancies, need not conform to Sentence 3.1.13.2.(1) provided they have a flame-spread rating not more than 200. (See Note A-3.1.13.2.(2).) (See Note A-3.1.13.2.(2).)",obc2019_divb,Div B,3.1.13.2.(2),3.1.13.2. Flame-Spread Rating,"Except as permitted by Sentence (3), doors, other than those in Group A, Division 1 occupancies, need not conform to Sentence (1) provided they have a flame-spread rating not more than 200. (See Appendix A.)",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.1.13.2.(3),Flame-Spread Rating,Doors within a dwelling unit need not conform to Sentences 3.1.13.2.(1)and 3.1.13.2.(2).,obc2019_divb,Div B,3.1.13.2.(3),3.1.13.2. Flame-Spread Rating,Doors within a dwelling unit need not conform to Sentences (1) and (2).,,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.1.13.2.(4),Flame-Spread Rating,"Up to 10% of the total wall area and 10% of the total ceiling area of a wall or ceiling finish that is required by Sentence 3.1.13.2.(1) to have a flame-spread rating less than 150 is permitted to have a flame-spread rating not more than 150, except that up to 25% of the total wall area of lobbies described in Sentence 3.4.4.2.(2) is permitted to have a flame-spread rating not more than 150.",obc2019_divb,Div B,3.1.13.2.(4),3.1.13.2. Flame-Spread Rating,"Up to 10% of the total wall area and 10% of the total ceiling area of a wall or ceiling finish that is required by Sentence (1) to have a flame-spread rating less than 150 is permitted to have a flame-spread rating not more than 150, except that up to 25% of the total wall area of lobbies described in Sentence 3.4.4.2.(2) is permitted to have a flame-spread rating not more than 150.",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.1.13.2.(5),Flame-Spread Rating,"Except in the case of Group A, Division 1 occupancies, combustible doors, skylights, glazing and light diffusers and lenses shall not be considered in the calculation of wall and ceiling areas described in Sentence 3.1.13.2.(4).",obc2019_divb,Div B,3.1.13.2.(5),3.1.13.2. Flame-Spread Rating,"Except in the case of Group A, Division 1 occupancies, combustible doors, skylights, glazing and light diffusers and lenses shall not be considered in the calculation of wall and ceiling areas described in Sentence (4).",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.1.13.3.(1),Bathrooms in Residential Suites ,The flame-spread rating of interior wall and ceiling finishes for a bathroom within a suite of residential occupancy shall be not more than 200.,obc2019_divb,Div B,3.1.13.3.(1),3.1.13.3. Plumbing Fixtures and Bathrooms Finishes ,The flame-spread rating of interior wall and ceiling finishes for a bathroom in a suite of residential occupancy shall be not more than 200.,,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.1.13.4.(1),Light Diffusers and Lenses ,"The flame-spread rating of combustible light diffusers and lenses in all occupancies other than Group A, Division 1 is permitted to be more than the flame-spread rating limits required elsewhere in this Subsection, provided the light diffusers and lenses have a flame-spread rating not more than 250 and a smoke developed classification not more than 600 when tested in conformance with ULC CAN/ULC-S102.2-10 Test for Surface Burning Characteristics of Flooring, Floor Coverings, and Miscellaneous Materials and Assemblies fall to the bottom of the test apparatus before igniting when tested in conformance with ULC CAN/ULC-S102.3-07 Fire Test of Light Diffusers and Lenses are not prevented from falling from the ceiling by construction located beneath the elements, and are not used in a corridor that is required to be separated from the remainder of the building by a fire separation or in an exit shaft unless individual diffusers or lenses are not more than 1 m2 in area and are not less than 1.2 m apart.",obc2019_divb,Div B,3.1.13.4.(1),3.1.13.4. Light Diffusers and Lenses ,"The flame-spread rating of combustible light diffusers and lenses in all occupancies other than Group A, Division 1 is permitted to be more than the flame-spread rating limits required elsewhere in this Subsection, provided the light diffusers and lenses, have a flame-spread rating not more than 250 and a smoke developed classification not more than 600 when tested in conformance with CAN/ULC-S102.2, ""Test for Surface Burning Characteristics of Flooring, Floor Coverings, and Miscellaneous Materials and Assemblies"", fall to the bottom of the test apparatus before igniting when tested in conformance with ULC-S102.3, ""Fire Test of Light Diffusers and Lenses"", are not prevented from falling from the ceiling by construction located beneath the elements, and are not used in a corridor that is required to be separated from the remainder of the building by a fire separation or in an exit shaft unless individual diffusers or lenses are not more than 1 m2 in area and are not less than 1.2 m apart.",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.1.13.5.(1),Skylights ,Individual combustible skylights in a corridor that is required to be separated from the remainder of the building by a fire separation shall be not more than 1 m2 in area and not less than 1.2 m apart.,obc2019_divb,Div B,3.1.13.5.(1),3.1.13.5. Skylights ,Individual combustible skylights in a corridor that is required to be separated from the remainder of the storey by a fire separation shall be not more than 1 m2 in area and not less than 1.2 m apart. ,,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.1.13.6.(1),Corridors ,"Except as permitted by Sentences (2) and (3), the flame-spread rating shall be not more than 75 for the interior wall finish of (a) a public corridor, (b) a corridor used by the public in an assembly occupancy, or (c) a corridor serving classrooms.",obc2019_divb,Div B,3.1.13.6.(1),3.1.13.6. Corridors ,"Except as permitted by Sentences (2) and (3), the flame-spread rating shall be not more than 75 for the interior wall finish of, (a) a public corridor, (b) a corridor used by the public in, (i) an assembly occupancy, or (ii) a care, care and treatment or detention occupancy, (c) a corridor serving classrooms, or (d) a corridor serving sleeping rooms in a care, care and treatment or detention occupancy.",,Common Sentence,Yes,Construction Materials,,,,,
2015,ON,NBC,Div B,3.1.13.6.(2),Corridors ,"The flame-spread rating for corridors specified in Sentence 3.1.13.6.(1) is permitted to be waived, provided the flame-spread rating is not more than 25 on the upper half of the wall, and 150 on the lower half of the wall.",obc2019_divb,Div B,3.1.13.6.(2),3.1.13.6. Corridors ,"The flame-spread rating limit specified in Sentence (1) does not apply to corridors referred to in Sentence (1) provided the flame-spread rating is not more than, 25 on the upper half of the wall, and 150 on the lower half of the wall.",,Common Sentence,No,,,,,,
