Code Year,Province/Territory,Code Book,National Division,National Sentence Number,National Article Title,National Sentence Text,P/T Document,P/T Division,P/T Sentence Number,P/T Article Title,P/T Sentence Text,Text Difference Tracked,Difference Type,Variation,Variation Label,Exception,Comments,National Article Title (FR),National Sentence Text (FR),P/T Article Title (FR),P/T Sentence Text (FR),Text Difference Tracked (FR),Difference Type Updated,Exception Updated,Variation Updated
2015,ON,NBC,Div B,9.10.16.3.(1),Fire Block Materials ,"Except as permitted by Sentences (2) and (3), fire blocks shall be constructed
of materials that will remain in place and prevent the passage of flames for not less than 15 min when subjected to the standard fire exposure in CAN/ULC-S101, �Fire Endurance Tests of Building Construction and Materials.�",obc2019divb,Div B,9.10.16.3.(1),9.10.16.3. Fire Block Materials ,"Except as permitted in Sentences (2) and (3), fire blocks shall be constructed of materials that will remain in place and prevent the passage of flames for not less than 15 min when subjected to the standard fire exposure in CAN/ULC-S101, ""Fire Endurance Tests of Building Construction and Materials"".",,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.10.16.3.(2),Fire Block Materials ,"Fire blocks are deemed to comply with Sentence (1) if they are constructed of
not less than a) 0.38 mm sheet steel, b) 12.7 mm gypsum board, c) 12.5 mm  plywood, OSB or waferboard, with joints having continuous supports, d) 2 layers of 19 mm lumber with joints staggered, or e) 38 mm lumber.",obc2019divb,Div B,9.10.16.3.(2),9.10.16.3. Fire Block Materials ,"Fire blocks are deemed to comply with Sentence (1), if they are constructed of not less than,(a) 0.38 mm sheet steel, (b) 12.7 mm gypsum wallboard, (c) 12.5 mm plywood, OSB or waferboard, with joints having continuous supports, (d) 2 layers of 19 mm lumber with joints staggered, or (e) 38 mm lumber. ",,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.10.16.3.(3),Fire Block Materials ,"In a building permitted to be of combustible construction, semi-rigid fibre insulation board produced from glass, rock or slag is permitted to be used to block the vertical space in a double-frame wall assembly formed at the intersection of the floor assembly and the walls, provided the width of the vertical space does not exceed 25 mm and the insulation board a) has a density not less than 45 kg/m3, b) is securely fastened to one set of studs,
c) extends from below the bottom of the top plates in the lower storey to above
the top of the bottom plate in the upper storey, and d) completely fills the portion of the vertical space between the headers and between the wall plates.
(See Note A-3.1.11.7.(7).)",obc2019divb,Div B,9.10.16.3.(3),9.10.16.3. Fire Block Materials ,"In a building permitted to be of combustible construction, semi-rigid fibre insulation board produced from glass, rock or slag, is permitted to be used to block the vertical space in a double-frame wall assembly formed at the intersection of the floor assembly and the walls, provided the width of the vertical space is not more than 25 mm and the insulation board,(a) has a density not less than 45 kg/m3, (b) is securely fastened to one set of studs, (c) extends from below the bottom of the top plates in the lower storey to above the top of the bottom plate in the upper storey, and (d) completely fills the nominal gap of 25 mm between the headers and between the wall plates. ",,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.10.17.1.(2),Flame-Spread Rating of Interior Surfaces ,"Except as permitted in Sentence 9.10.17.1.(3), doors need not conform to Sentence 9.10.17.1.(1) provided they have a surface flame-spread rating of not more than 200.",obc2019divb,Div B,9.10.17.1.(2),9.10.17.1. Flame-Spread Rating of Interior Surfaces ,"Except as permitted in Sentence (3), doors need not conform to Sentence (1) provided they have a surface flame-spread rating of not more than 200.",,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.10.17.1.(3),Flame-Spread Rating of Interior Surfaces ,"Doors within dwelling units, other than garage doors, need not conform to
Sentences (1) and (2).",obc2019divb,Div B,9.10.17.1.(3),9.10.17.1. Flame-Spread Rating of Interior Surfaces ,"Doors within dwelling units, other than vehicle garage doors, need not conform to Sentences (1) and (2). ",,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.10.17.10.(1),Protection of Foamed Plastics ,"Except as provided in Sentences (2) and (3), foamed plastics that form part of a wall or ceiling assembly shall be protected from adjacent space in the building, other than adjacent concealed spaces within attic or roof spaces, crawl spaces, wall assemblies
and ceiling assemblies a) by one of the interior finishes described in Subsections 9.29.4. to 9.29.9., b) provided the building does not contain a Group C major occupancy, by sheet
metal that i) is mechanically fastened to the supporting assembly independent of the insulation, ii) is not less than 0.38 mm thick, and iii) has a melting point not less than 650�C, or c) by any thermal barrier that meets the requirements of Sentence 3.1.5.15.(2). (See Note A-3.1.4.2.(1)(c).)",obc2019divb,Div B,9.10.17.10.(1),9.10.17.10. Protection of Foamed Plastics ,"Except as provided in Sentences (2) and (4), foamed plastics that form part of a wall or ceiling assembly shall be protected from adjacent space in the building, other than adjacent concealed spaces within attic or roof spaces, crawl spaces, wall assemblies and ceiling assemblies, by any of the following:(a) one of the finishes described in Subsections 9.29.4. to 9.29.9., (b) provided the building does not contain a Group C major occupancy, sheet metal that, (i) is mechanically fastened to the supporting assembly independent of the insulation, (ii) is not less than 0.38 mm thick, and (iii) has a melting point not less than 650Â°C, or (c) any thermal barrier that meets the requirements of Sentence 3.1.5.12A.(2). ",,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.10.17.2.(1),Ceilings in Exits or Public Corridors ,At least 90% of the exposed surface of every ceiling in an exit or unsprinklered ceiling in a public corridor shall have a surface flame-spread rating of not more than 25. (See Article 9.10.17.6.),obc2019divb,Div B,9.10.17.2.(1),9.10.17.2. Ceilings in Exits or Public Corridors ,At least 90% of the exposed surface of every ceiling in an exit or unsprinklered ceiling in a public corridor shall have a surface flame-spread rating of not more than 25.,,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.10.17.3.(1),Walls in Exits ,"Except as provided in Sentence (2), at least 90% of the exposed surfaces of
every wall in an exit shall have a surface flame-spread rating of not more than 25. (See Article 9.10.17.6.)",obc2019divb,Div B,9.10.17.3.(1),9.10.17.3. Walls in Exits ,"Except as provided in Sentence (2), at least 90% of the exposed surfaces of every wall in an exit shall have a surface flame-spread rating of not more than 25.",,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.10.17.3.(2),Walls in Exits ,At least 75% of the wall surface of a lobby used as an exit in Article 9.9.8.5. shall have a surface flame-spread rating of not more than 25. (See Article 9.10.17.6.),obc2019divb,Div B,9.10.17.3.(2),9.10.17.3. Walls in Exits ,At least 75% of the wall surface of a lobby used as an exit in Article 9.9.8.5. shall have a surface flame-spread rating of not more than 25.,,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.10.17.5.(1),Walls in Public Corridors ,"At least 90% of the total wall surface in any unsprinklered public corridor shall have a surface flame-spread rating of not more than 75, or at least 90% of the upper half of such walls shall have a surface flame-spread rating of not more than 25. (See Article 9.10.17.6.)",obc2019divb,Div B,9.10.17.5.(1),9.10.17.5. Walls in Public Corridors ,"At least 90% of the total wall surface in any unsprinklered public corridor shall have a surface flame-spread rating of not more than 75, or at least 90% of the upper half of such walls shall have a surface flame-spread rating of not more than 25.",,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.10.17.9.(1),Combustible Skylights ,Individual combustible skylights in corridors required to be separated from the remainder of the building by fire separations shall not exceed 1 m2 in area and shall be spaced not less than 1.2 m apart.,obc2019divb,Div B,9.10.17.9.(1),9.10.17.9. Combustible Skylights ,Individual combustible skylights in corridors required to be separated from the remainder of the building by fire separations shall not exceed 1 mÂ² in area and shall be spaced not less than 1.2 m apart.,,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.10.18.6.(1),Portions of Buildings Considered as Separate Buildings ,"Except as provided in Sentence (2), where a vertical fire separation having a
fire-resistance rating of not less than 1 h separates a portion of a building from the remainder of the building and there are no openings through the fire separation other than those for piping, tubing, wiring and conduit, the requirements for fire alarm and detection systems may be applied to each portion so separated as if it were a separate building.",obc2019divb,Div B,9.10.18.6.(1),9.10.18.6. Portions of Buildings Considered as Separate Buildings ,"Except as provided in Sentence (2), where a vertical fire separation having a fire-resistance rating of at least 1 h separates a portion of a building from the remainder of the building and there are no openings through the fire separation other than those for piping, tubing, wiring and conduit, the requirements for fire alarm and detection systems is permitted to be applied to each portion so separated as if it were a separate building.",,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.10.18.7.(1),Central Vacuum Systems ,Central vacuum cleaning systems serving more than one suite or storey in buildings equipped with a fire alarm system shall be designed to shut down upon activation of the fire alarm system.,obc2019divb,Div B,9.10.18.7.(1),9.10.18.7. Central Vacuum Systems ,A central vacuum cleaning system serving more than one suite or storey in a building equipped with a fire alarm system shall be designed to shut down upon activation of the fire alarm system.,,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.10.19.2.(1),Sound Patterns of Smoke Alarms ,"The sound patterns of smoke alarms shall a) meet the temporal patterns of alarm signals (see Note A-3.2.4.18.(2)), or b) be a combination of temporal pattern and voice relay.",obc2019divb,Div B,9.10.19.2.(1),9.10.19.2. Sound Patterns of Smoke Alarms ,"The sound patterns of smoke alarms shall,(a) meet the temporal patterns of alarm signals, or (See A-3.2.4.20.(2) in Appendix A.) (b) be a combination of temporal pattern and voice relay. ",,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.10.19.3.(3),Location of Smoke Alarms ,Smoke alarms required in Article 9.10.19.1. and Sentence (1) shall be installed on or near the ceiling.,obc2019divb,Div B,9.10.19.3.(7),9.10.19.3. Location of Smoke Alarms (See Appendix A.) ,Smoke alarms required in Sentences (1) and (2) shall be installed on or near the ceiling. ,,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.10.19.4.(3),Power Supply ,"Suites of residential occupancy are permitted to be equipped with smoke detectors in lieu of smoke alarms, provided the smoke detectors a) are capable of independently sounding audible signals within the individual
suites, b) except as permitted in Sentence (4), are installed in conformance with CAN/ULC-S524, �Installation of Fire Alarm Systems,� and c) form part of the fire alarm system. (See Note A-3.2.4.20.(8).)",obc2019divb,Div B,9.10.19.4.(3),9.10.19.4. Power Supply ,"Suites of residential occupancy are permitted to be equipped with smoke detectors in lieu of smoke alarms, provided the smoke detectors, (a) are capable of independently sounding audible signals within the individual suites, (b) except as provided by Sentence (4), are installed in conformance with CAN/ULC-S524, ""Installation of Fire Alarm Systems"", and (c) form part of the fire alarm system. ",,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.10.19.4.(4),Power Supply ,"Smoke detectors permitted to be installed in lieu of smoke alarms as stated in Sentence (3) are permitted to sound localized alarms within individual suites, and need not sound an alarm throughout the rest of the building.",obc2019divb,Div B,9.10.19.4.(4),9.10.19.4. Power Supply ,"Smoke detectors permitted to be installed in lieu of smoke alarms as provided in Sentence (3) are permitted to sound localized alarms within individual suites, and need not sound an alarm throughout the rest of the building.",,Common,No,,,,,,,,,,,
