Code Year,Province/Territory,Code Book,National Division,NationalSentenceNumber,National Article Title,National Sentence Text,P/T Document,P/T Division,P/TSentenceNumber,P/T Article Title,P/T Sentence Text,Difference Type,Variation,Variation Label,Text Difference Tracked,Exception,Comments,Difference Type Updated,Exception Updated,Variation Updated
2015,ON,NBC,Div B,4.1.3.5.(1),Deflection ,"In proportioning structural members to limit serviceability problems resulting from deflections, consideration shall be given to (a) the intended use of the building or member, (b) limiting damage to non-structural members made of materials whose physical properties are known at the time of design, (c) limiting damage to the structure itself, and (d) creep, shrinkage, temperature changes and pre-stress.  (See Note A-4.1.3.5.(1).)",obc2019_divb,Div B,4.1.3.5.(1),4.1.3.5. Deflection ,"In proportioning structural members to limit serviceability problems resulting from deflections, consideration shall be given to, (a) the intended use of the building or member, (b) limiting damage to non-structural members made of materials whose physical properties are known at the time of design, (c) limiting damage to the structure itself, and (d) creep, shrinkage, temperature changes and prestress. (See Appendix A.)",Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,4.1.3.5.(2),Deflection,The lateral deflection of buildings due to service wind and gravity loads shall be checked to ensure that structural elements and non-structural elements whose nature is known at the time the structural design is carried out will not be damaged.,obc2019_divb,Div B,4.1.3.5.(2),4.1.3.5. Deflection,"The lateral deflection of buildings due to service wind and gravity loads shall be 
checked to ensure that structural elements and non-structural elements whose nature
is known at the time the structural design is carried out will not be damaged.",Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,4.1.3.5.(3),Deflection ,"Except as provided in Sentence (4), the total drift per storey under service wind and gravity loads shall not exceed 1/500 of the storey height unless other drift limits are specified in the design standards referenced in part 4. (See Note A-4.1.3.5.(3).)",obc2019_divb,Div B,4.1.3.5.(3),4.1.3.5. Deflection ,"Except as provided in Sentence (4), the total drift per storey under service wind and gravity loads shall not exceed 1/500 of the storey height unless other drift limits are specified in the design standards referenced in Section 4.3. (See Appendix A.)",Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,4.1.3.5.(4),Deflection ,The deflection limits required in Sentence 4.1.3.5.(3) do not apply to industrial buildings or sheds if experience has proven that greater movement will have no significant adverse effects on the strength and function of the building.,obc2019_divb,Div B,4.1.3.5.(4),4.1.3.5. Deflection ,The deflection limits required in Sentence (3) do not apply to industrial buildings or sheds if experience has proven that greater movement will have no significant adverse effects on the strength and function of the building.,Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,4.1.3.5.(5),Deflection,"The building structure shall be designed for lateral deflection due to E, in accordance with Article 4.1.8.13.",obc2019_divb,Div B,4.1.3.5.(5),4.1.3.5. Deflection,"The building structure shall be designed for lateral deflection due to E, in accordance with Article 4.1.8.13.",Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,4.1.3.6.(1),Vibration ,Floor systems susceptible to vibration shall be designed so that vibrations will have no significant adverse effects on the intended occupancy of the building. (See Note A-4.1.3.6.(1).) ,obc2019_divb,Div B,4.1.3.6.(1),4.1.3.6. Vibration ,Floor systems susceptible to vibration shall be designed so that vibrations will have no significant adverse effects on the intended occupancy of the building. (See Appendix A.),Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,4.1.3.6.(2),Vibration ,"Where the fundamental vibration frequency of a structural system supporting an assembly occupancy used for rhythmic activities, such as dancing, concerts, jumping exercises or gymnastics, is less than 6 Hz, the effects of resonance shall be investigated by means of a dynamic analysis. (See Note A-4.1.3.6.(2) .)",obc2019_divb,Div B,4.1.3.6.(2),4.1.3.6. Vibration ,"Where the fundamental vibration frequency of a structural system supporting an assembly occupancy used for rhythmic activities, such as dancing, concerts, jumping exercises or gymnastics, is less than 6 Hz, the effects of resonance shall be investigated by means of a dynamic analysis. (See Appendix A.)",Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,4.1.3.6.(3),Vibration ,A building susceptible to lateral vibration under wind load shall be designed in accordance with Article 4.1.7.1. so that the vibrations will have no significant adverse effects on the intended use and occupancy of the building. (See Note A-4.1.3.6.(3).),obc2019_divb,Div B,4.1.3.6.(3),4.1.3.6. Vibration ,A building susceptible to lateral vibration under wind load shall be designed in accordance with Article 4.1.7.2. so that the vibrations will have no significant adverse effects on the intended use and occupancy of the building. (See Appendix A.),Common Sentence,Yes,Limit States Design,,,,,,
2015,ON,NBC,Div B,4.1.4.1.(1),Dead Loads ,"The specified dead load for a structural member consists of (a) the weight of the member itself, (b) the weight of all materials of construction incorporated into the building to be supported permanently by the member,( c) the weight of partitions, (d) the weight of permanent equipment, and (e) the vertical load due to earth, plants and trees. ",obc2019_divb,Div B,4.1.4.1.(1),4.1.4.1. Dead Loads ,"The specified dead load for a structural member consists of, (a) the weight of the member itself, (b) the weight of all materials of construction incorporated into the building to be supported permanently by the member, (c) the weight of partitions, (d) the weight of permanent equipment, and (e) the vertical load due to earth, plants and trees. ",Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,4.1.4.1.(2),Dead Loads ,"Except as provided in Sentence (5), in areas of a building where partitions, other than permanent partitions are shown on the drawings, or where partitions might be added in the future, allowance shall be made for the weight of such partitions.",obc2019_divb,Div B,4.1.4.1(2),4.1.4.1. Dead Loads ,"Except as provided in Sentence (5), in areas of a building where partitions other than permanent partitions are shown on the drawings, or where partitions might be added in the future, allowance shall be made for the weight of such partitions.",Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,4.1.4.1.(3),Dead Loads ,"The partition weight allowance referred to in Sentence (2) shall be determined from the actual or anticipated weight of the partitions placed in any probable position, but shall be not less than 1 kPa over the area of floor being considered.",obc2019_divb,Div B,4.1.4.1.(3),4.1.4.1. Dead Loads ,"The partition weight allowance in Sentence (2) shall be determined from the actual or anticipated weight of the partitions placed in any probable position, but shall be not less than 1 kPa over the area of floor being considered.",Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,4.1.4.1.(5),Dead Loads ,"In cases where the dead load of the partition is counteractive, the load allowances referred to in Sentences (2) and (3) shall not be included in the design calculations.",obc2019_divb,Div B,4.1.4.1.(5),4.1.4.1. Dead Loads ,"In cases where the dead load of the partition is counteractive, the load allowances referred to in Sentences (2) and (3) shall not be included in the design calculations.",Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,4.1.4.1.(6),Dead Loads ,"Except for structures where the dead load of soil is part of the load-resisting system, where the dead load due to soil, superimposed earth, plants and trees is counteractive, it shall not be included in the design calculations. (See Note A-4.1.4.1.(6).)",obc2019_divb,Div B,4.1.4.1.(6),4.1.4.1. Dead Loads ,"Except for structures where the dead load of soil is part of the load-resisting system, where the dead load due to soil, superimposed earth, plants and trees is counteractive, it shall not be included in the design calculations. (See Appendix‚ A.)",Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,4.1.5.1.(1),Loads Due to Use of Floors and Roofs ,"Except as provided in Sentence (2), the specified live load on an area of floor or roof depends on the intended use and occupancy, and shall not be less than either the uniformly distributed load patterns listed in Article 4.1.5.3., the loads due to the intended use and occupancy, or the concentrated loads listed in Article 4.1.5.9., whichever produces the most critical effect. (See Note A-4.1.5.1.(1).)",obc2019_divb,Div B,4.1.5.1.(1),4.1.5.1. Loads Due to Use of Floors and Roofs ,"Except as provided in Sentence (2), the specified live load on an area of floor or roof depends on the intended use and occupancy, and shall not be less than whichever of the following loads produces the most critical effect: (a) the uniformly distributed load patterns listed in Article 4.1.5.3., (b) the loads due to the intended use and occupancy, or (c) the concentrated loads listed in Article 4.1.5.9. (See Appendix A.) ",Common Sentence,No,,,,,,,
