Division,P/T Section ID,Section Number,P/T Subsection ID,Subsection Number,P/T Article Title,P/T Sentence Number,P/T Sentence Text
B,ep001014.1,2.1,ep001014.1.3,2.1.3,Smoke Alarms,es003857,"Smoke alarms within home-type care occupancies and dwelling units shall be installed between each sleeping area and the remainder of the home-type care occupancy or dwelling unit, and where the sleeping areas are served by hallways, the smoke alarms shall be installed in the hallways."
B,ep001014.1,2.1,ep001014.1.3,2.1.3,Smoke Alarms,es007308,Smoke alarms shall be installed in conformance with ulcs553. (See en001300.)
B,ep001014.1,2.1,ep001014.1.3,2.1.3,Smoke Alarms,es003859,Smoke alarms are permitted to be battery-operated. (See es022044.)
B,ep001014.1,2.1,ep001014.1.3,2.1.3,Protection of Combustible Sprinkler Piping,es007309,"Materials installed to protect combustible sprinkler piping, as is required by the nrcc-nbcae23, shall be maintained in accordance with the provisions of the same edition of the NBC(AE) used for their installation. (See en001044.)"
B,ep001014.1,2.1,ep001014.1.3,2.1.3,Special Fire Suppression Systems,es007310,"Where a special fire suppression system is required by this Code or installed through application of good engineering practices, the system shall conform to one of the standards listed in Sentences es007312 and es007313."
B,ep001014.1,2.1,ep001014.1.3,2.1.3,Special Fire Suppression Systems,es007311,"If a water-based fire suppression system is not compatible with the fire suppression requirements for certain types of dangerous goods, a special fire suppression system conforming to one of the standards listed in es007312 is permitted to be installed in lieu of a water-based system."
B,ep001014.1,2.1,ep001014.1.3,2.1.3,Special Fire Suppression Systems,es007312,"The design and installation of a special fire suppression system that is not water-based shall conform to one of the following standards: nfpa11 nfpa12 nfpa12a (see en001045), nfpa12b (see en001045), nfpa17 nfpa17a, or nfpa2001."
B,ep001014.1,2.1,ep001014.1.3,2.1.3,Special Fire Suppression Systems,es007313,"The design and installation of a water-based special fire suppression system shall conform to one of the following standards: nfpa15 nfpa16, or nfpa750."
B,ep001014.1,2.1,ep001014.1.3,2.1.3,Special Fire Suppression Systems,es007314,Wetting agents used in conjunction with water-based fire suppression systems shall conform to nfpa18.
B,ep001014.1,2.1,ep001014.1.3,2.1.3,Special Fire Suppression Systems,es007315,A hazard for which a fire suppression system has been designed is not permitted to be increased unless the level of fire protection is also commensurately increased.
B,ep001014.1,2.1,ep001014.1.3,2.1.3,Special Fire Suppression Systems,es007316,"Operating and maintenance instructions for a special fire suppression system shall be posted in proximity to the equipment and, if manual controls are provided, shall be posted near the manual controls."
B,ep001014.1,2.1,ep001014.1.3,2.1.3,Special Fire Suppression Systems,es007317,Valves and controls for a special fire suppression system shall be clearly marked to indicate their function and shall be accessible at all times.
B,ep001014.1,2.1,ep001014.1.3,2.1.3,"Inspection, Maintenance and Testing of Fire Safety Devices",es006005,"Where specific references to the inspection, maintenance and testing of fire safety devices and building fire safety features are not made in this Code, such devices and features shall be maintained to ensure they operate as per their design or function according to their original intent."
B,ep001014.1,2.1,ep001014.1.3,2.1.3,Integrated Life Safety and Fire Protection Systems,es016109,"Where life safety and fire protection systems are installed, they shall be tested in accordance with the nrcc-nbcae23."
B,ep001014.1,2.1,ep001014.1.4,2.1.4,Posting,es003860,"Where a sign, notice, placard or information is required to be posted, it shall be clearly legible, and except as provided in es003861, permanently mounted in a conspicuous or prominent location in proximity to the situation to which it refers."
B,ep001014.1,2.1,ep001014.1.4,2.1.4,Posting,es003861,"Where the situation for which posting is required is of a temporary nature, permanent mounting need not be provided."
B,ep001014.1,2.1,ep001014.1.4,2.1.4,Maintenance,es003862,"Every sign, notice, placard or information that is required to be posted shall be maintained in conformance with ea002002"
B,ep001014.1,2.1,ep001014.1.5,2.1.5,Selection and Installation,es005214,"Except as provided in es013729, portable extinguishers shall be installed in all buildings."
