ID,Division,Article Title,Sentence Number,Sentence Text
ID9795,B,Installation of Closures,3.1.8.5.(4),"If a door is installed so that it could damage the integrity of a fire separation if its swing is unrestricted, door stops shall be installed to prevent the damage."
ID9798,B,Installation of Closures,3.1.8.5.(5),"A leakage-rated door assembly rated in accordance with Sentence 3.1.8.4.(4) shall, (a) be installed in fire separations in protected floor areas described in Clause 3.3.1.7.(1)(b), (b) be installed in fire separations in care or care and treatment occupancies referred to in Sentence 3.3.3.5.(4) and installed in fire separations in retirement homes referred to in Sentence 3.3.4.11.(4), (c) except as provided in Sentence (7), be installed in fire separations of public corridors serving dwelling units in storeys that are not sprinklered, and (d) be installed in firewalls that are a horizontal exit referred to in Sentence 3.3.3.5.(3)."
ID9819,B,Installation of Closures,3.1.8.5.(6),"Leakage-rated door assemblies required by Sentence (5) shall conform to NFPA 105, “Smoke Door Assemblies and Other Opening Protectives”."
ID9821,B,Installation of Closures,3.1.8.5.(7),"A leakage-rated door assembly need not be installed where a dwelling unit served by a public corridor has, (a) a second and separate means of egress, or (b) an open-air balcony that is sized to accommodate the number of occupants for which the dwelling unit is intended."
ID9831,B,Maximum Openings,3.1.8.6.(1),"The size of an opening in an interior fire separation required to be protected with a closure shall be not more than 11 m 2, with no dimension more than 3.7 m, if a fire compartment on either side of the fire separation is not sprinklered."
ID9839,B,Maximum Openings,3.1.8.6.(2),"The size of an opening in an interior fire separation required to be protected with a closure shall be not more than 22 m 2, with no dimension more than 6 m, provided the fire compartments on both sides of the fire separation are sprinklered."
ID9849,B,Location of Fire Dampers and Smoke Dampers,3.1.8.7.(1),"Except as provided in Article 3.1.8.8., a fire damper having a fire-protection rating conforming to Sentence 3.1.8.4.(2) shall be installed in conformance with Article 3.1.8.9. in ducts or air-transfer openings that penetrate an assembly required to be a fire separation."
ID9854,B,Location of Fire Dampers and Smoke Dampers,3.1.8.7.(2),"Except as provided in Article 3.1.8.8A., a smoke damper or a combination smoke and fire damper shall be installed in conformance with Article 3.1.8.9A. in ducts or air-transfer openings that penetrate an assembly required to be a fire separation, where the fire separation, (a) separates a public corridor, (b) contains an egress door referred to in Sentence 3.4.2.4.(2), (c) serves an assembly, care, care and treatment, detention or residential occupancy, or (d) is installed to meet the requirements of Clause 3.3.1.7.(1)(b) or Sentence 3.3.3.5.(4) or 3.3.4.11.(4)."
ID9871,B,Fire Dampers Waived,3.1.8.8.(1),"Except as permitted in Sentences (2) to (4), the requirement for fire dampers described in Sentence 3.1.8.7.(1) is permitted to be waived for, (a) ducts that serve commercial cooking equipment, (b) continuous noncombustible ducts having a melting point above 760°C that penetrate a vertical fire separation required by Sentence 3.3.1.1.(1) between suites of assembly, mercantile, low hazard industrial, medium hazard industrial or high hazard industrial occupancy, (c) ducts or air-transfer openings that penetrate a vertical fire separation not required to have a fire-resistance rating, and (d) noncombustible ducts or air-transfer openings that penetrate a horizontal fire separation not required to have a fire-resistance rating."
ID9897,B,Fire Dampers Waived,3.1.8.8.(2),"The requirement for fire dampers described in Sentence 3.1.8.7.(1) is permitted to be waived for noncombustible branch ducts having a melting point above 760°C that penetrate a fire separation, (a) provided the ducts, (i) have a cross-sectional area not more than 130 cm 2 and serve only air-conditioning units or combined air-conditioning and heating units discharging air not more than 1.2 m above the floor, or (ii) extend not less than 500 mm inside exhaust duct risers that are under negative pressure and in which the airflow is upward as required by Article 3.6.3.4., or (b) provided the fire separation separates a vertical service space from the remainder of the building and provided each individual duct exhausts directly to the outdoors at the top of the vertical service space."
ID9915,B,Fire Dampers Waived,3.1.8.8.(3),"In elementary and secondary schools, a continuous noncombustible duct having a melting point above 760°C that pierces a fire separation having a fire-resistance rating of 30 min need not be equipped with a fire damper at the fire separation."
ID9922,B,Fire Dampers Waived,3.1.8.8.(4),"In a Group B, Division 3 occupancy which contains sleeping accommodation for not more than 10 persons, which has not more than six occupants who require assistance in evacuation in case of an emergency and which is equipped with a fire alarm system, a duct need not be equipped with a fire damper at a fire separation, provided duct-type smoke detectors have been installed to control smoke circulation as described in Article 3.2.4.13. 3.1.8. 8A. Smoke Dampers Waived"
ID9932,B,Fire Dampers Waived,3.1.8.8.(1),"Except as permitted in Sentence (2), the requirement for smoke dampers or combination smoke and fire dampers described in Sentence 3.1.8.7.(2) is permitted to be waived for ducts, (a) that serve commercial cooking equipment, (b) in which all inlet and outlet openings serve not more than one fire compartment, (c) that penetrate a vertical fire separation referred to in Clause 3.3.1.7.(1)(b) or in Sentence 3.3.3.5.(4), provided, (i) the movement of air is continuous, and (ii) the configuration of the air-handling system prevents the recirculation of exhaust or return air under fire emergency conditions, or (d) that penetrate a vertical fire separation not required to have a fire-resistance rating and located within the fire compartment required in Sentence 3.3.3.5.(2)."
ID9946,B,Fire Dampers Waived,3.1.8.8.(2),"The requirement for smoke dampers or combination smoke and fire dampers described in Sentence 3.1.8.7.(2) is permitted to be waived for noncombustible branch ducts having a melting point above 760°C that penetrate a fire separation, (a) provided the ducts, (i) have a cross-sectional area not more than 130 cm² and serve only air-conditioning units or combined air-conditioning and heating units discharging air not more than 1.2 m above the floor, (ii) extend not less than 500 mm inside exhaust duct risers that are under negative pressure and in which the airflow is upward as required by Article 3.6.3.4., or (iii) are required to function as part of an air handling system used to provide make-up air in accordance with Sentence 3.2.6.2.(5.1), or any other system used to limit smoke movement, or, (b) provided the fire separation separates a vertical service space from the remainder of the building and provided each individual duct exhausts directly to the outdoors at the top of the vertical service space."
ID9965,B,Installation of Fire Dampers,3.1.8.9.(1),"A fire damper shall be arranged to close automatically upon the operation of a fusible link conforming to ULC-S505, “Fusible Links for Fire Protection Service”, or other heat-actuated or smoke-actuated device."
ID9968,B,Installation of Fire Dampers,3.1.8.9.(2),"A heat-actuated device referred to in Sentence (1) shall, (a) be located where it is readily affected by an abnormal rise of temperature in the duct, and (b) have a temperature rating approximately 30°C above the maximum temperature that would exist in the system either with the system in operation or shut down."
ID9972,B,Installation of Fire Dampers,3.1.8.9.(3),A fire damper shall be installed in the plane of the fire separation so as to stay in place should the duct be dislodged during a fire.
ID9976,B,Installation of Fire Dampers,3.1.8.9.(4),A fire damper shall be installed in the vertical or horizontal position in which it was tested.
ID9979,B,Installation of Fire Dampers,3.1.8.9.(5),A tightly fitted access door shall be installed for each fire damper to provide access for the inspection of the damper and the resetting of the release device. 3.1.8. 9A. Installation of Smoke Dampers
