Full Index,BC Full,BC Variations,Similarity
9982,The minimum height of rooms or spaces in a secondary suite over the required minimum area as indicated in Table 9.5.3.1. shall benot less than 2.0 m.,The minimum height of rooms or spaces in a secondary suite over the required minimum area as indicated in Table 9.5.3.1. shall benot less than 2.0 m.,1.0
10751,"Except as permitted by Articles 3.2.2.24. to 3.2.2.28., a building classified as Group A, Division 2 shall conform to Sentence (2).","Except as permitted by Articles 3.2.2.24. to 3.2.2.28., a building classified as Group A, Division 2 shall conform to Sentence (2).",1.0
8444,"A fire alarm system shall be installed in a building that contains a daycare facility described in Sentence (1) if the building contains one or more other suites, or the daycare facility shares an interior means of egress.","A fire alarm system shall be installed in a building that contains a daycare facility described in Sentence (1) if the building contains one or more other suites, or the daycare facility shares an interior means of egress.",1.0
11880,Areas or rooms communicating with the landing area shall be separated therefrom by a fire separation conforming to the British Columbia Building Code.,Areas or rooms communicating with the landing area shall be separated therefrom by a fire separation conforming to the British Columbia Building Code.,1.0
11804,"Where life safety and fire protection systems are installed, they shall be tested in accordance with the British Columbia Building Code.","Where life safety and fire protection systems are installed, they shall be tested in accordance with the British Columbia Building Code.",1.0
9782,"Fast response sprinklers shall be installed in residential occupancies, care occupancies, treatment occupancies and detention occupancies. (See Note A-3.2.5.12.(7).)","Fast response sprinklers shall be installed in residential occupancies, care occupancies, treatment occupancies and detention occupancies. (See Note A-3.2.5.12.(7).)",1.0
10139,"A daycare facility for children where children under 30 months are accommodated shall be located in a building that is sprinklered throughout, or not more than 1 storey above or below a storey with an exit that opens directly to the exterior of the building at ground level.","A daycare facility for children where children under 30 months are accommodated shall be located in a building that is sprinklered throughout, or not more than 1 storey above or below a storey with an exit that opens directly to the exterior of the building at ground level.",1.0
9042,"If the principal ventilation system exhaust fan is designed to run at multiple air-flow rates, the air-flow rate of the fan shall be controlled by a switch other than the switch described in Clause (3)(b), and the lowest air-flow rate shall not be less than the air-flow rate specified in Table 9.32.3.5.","If the principal ventilation system exhaust fan is designed to run at multiple air-flow rates, the air-flow rate of the fan shall be controlled by a switch other than the switch described in Clause (3)(b), and the lowest air-flow rate shall not be less than the air-flow rate specified in Table 9.32.3.5.",1.0
12705,The outside diameter of the male fire-hose coupling shall not be less than 3 5/8 inches.,The outside diameter of the male fire-hose coupling shall not be less than 3 5/8 inches.,1.0
6833,"Where required by the British Columbia Fire Code, cylinders of dangerous goods classified as flammable gases stored indoors shall be located in a room that is separated from the remainder of the building by a gas-tight fire separation having a fire-resistance rating of at least 2 h, that is located on an exterior wall of the building, that can be entered from the exterior, and whose closures leading to the interior of the building are equipped with self-closing devices that keep the closures closed when not in use, and constructed so as to prevent the migration of gases from the room into other parts of the building.","Where required by the British Columbia Fire Code, cylinders of dangerous goods classified as flammable gases stored indoors shall be located in a room that is separated from the remainder of the building by a gas-tight fire separation having a fire-resistance rating of at least 2 h, that is located on an exterior wall of the building, that can be entered from the exterior, and whose closures leading to the interior of the building are equipped with self-closing devices that keep the closures closed when not in use, and constructed so as to prevent the migration of gases from the room into other parts of the building.",1.0
