Full Index,National Full,National in ON,Similarity
4761,"Except as permitted by Sentence 3.3.2.13.(2), a library book storage room that is not normally accessible to the public shall be separated from the remainder of the building by a fire separation with a fire-resistance rating not less than 2 h if it is more than 250 m2 in area, or contains book stacks that are more than 10 m high, or penetrate more than one floor assembly.","Except as permitted by Sentence 3.3.2.13.(2), a library book storage room that is not normally accessible to the public shall be separated from the remainder of the building by a fire separation with a fire-resistance rating not less than 2 h if it is more than 250 m2 in area, or contains book stacks that are more than 10 m high, or penetrate more than one floor assembly.",1.0
4089,"Except in storage garages covered by Article 6.3.1.4., the rates at which outdoor air is supplied in buildings by ventilation systems shall be not less than the rates required by ASHRAE ANSI/ASHRAE 62-2001 Ventilation for Acceptable Indoor Air Quality (except Addendum n).","Except in storage garages covered by Article 6.3.1.4., the rates at which outdoor air is supplied in buildings by ventilation systems shall be not less than the rates required by ASHRAE ANSI/ASHRAE 62-2001 Ventilation for Acceptable Indoor Air Quality (except Addendum n).",1.0
7182,"Where the bottom wall plate or sole plate of an exterior wall is not nailed to floor joists, rim joists or blocking in conformance with Table 9.23.3.4., the exterior wall is permitted to be fastened to the floor framing by having plywood, OSB or waferboard sheathing extend down over floor framing and fastened to the floor framing by nails or staples conforming to Article 9.23.3.5., or tying the wall framing to the floor framing by galvanized-metal strips 50 mm wide, not less than 0.41 mm thick, spaced not more than 1.2 m apart, and fastened at each end with at least two 63 mm nails.","Where the bottom wall plate or sole plate of an exterior wall is not nailed to floor joists, rim joists or blocking in conformance with Table 9.23.3.4., the exterior wall is permitted to be fastened to the floor framing by having plywood, OSB or waferboard sheathing extend down over floor framing and fastened to the floor framing by nails or staples conforming to Article 9.23.3.5., or tying thewall framing to the floor framing by galvanized-metal strips 50 mm wide, not less than 0.41 mm thick, spaced not more than 1.2 m apart, and fastened at each end with at least two 63 mm nails.",1.0
10196,"Hose stations are permitted to be installed in lieu of portable extinguishers at locations required in Sentence 4.10.8.1.(1), and spaced so that the travel distance to the nearest hose is not greater than 25 m.","Hose stations are permitted to be installed in lieu of portable extinguishers at locations required in Sentence 4.10.8.1.(1), and spaced so that the travel distance to the nearest hose is not greater than 25 m.",1.0
13366,"Where a standpipe system is to be installed in a building under construction or alteration, the system shall be installed progressively in conformance with Subsection 3.2.5. of Division B of the NBC in areas permitted to be occupied.","Where a standpipe system is to be installed in a building under construction or alteration, the system shall be installed progressively in conformance with Subsection 3.2.5. of Division B of the NBC in areas permitted to be occupied.",1.0
1977,"Where vision glass is provided in doors or transparent sidelights, the lowest edge of the glass shall be no higher than 900 mm above floor level.","Where vision glass is provided in doors or transparent sidelights, the lowest edge of the glass shall be no higher than 900 mm above floor level.",1.0
10197,Reactive materials shall be stored based on their properties when classified as dangerous goods.,Reactive materials shall be stored based on their properties when classified as dangerous goods.,1.0
12671,Buildings or parts thereof used for the storage of baled combustible fibres shall conform to Article 3.1.2.6. of Division B of the NBC.,Buildings or parts thereof used for the storage of baled combustible fibres shall conform to Article 3.1.2.6. of Division B of the NBC.,1.0
1717,All edges of sheathing described in Sentence 9.23.16.7.(3) shall be supported by blocking or framing.,All edges of sheathing described in Sentence 9.23.16.7.(3) shall be supported by blocking or framing.,1.0
10908,"The risks of fire and explosion at process plants shall be evaluated based on material properties, material quantities, operating conditions, arrangement of stored materials, transportation of materials, process design, and operating and maintenance procedures.","The risks of fire and explosion at process plants shall be evaluated based on material properties, material quantities, operating conditions, arrangement of stored materials, transportation of materials, process design, and operating and maintenance procedures.",1.0
10916,"An internal combustion engine shall not be permitted to remain unattended in a building where ammonium nitrate is stored, unless the engine is located in an area that will prevent the spread of a fire originating in the engine.","An internal combustion engine shall not be permitted to remain unattended in a building where ammonium nitrate is stored, unless the engine is located in an area that will prevent the spread of a fire originating in the engine.",1.0
